Ticker,MAE,MSE,RMSE,MAPE,R2
AAPL,0.014484290069941261,0.000334684172937526,0.01829437544540742,1.29277231144628,0.9223200848262025
ABT,0.012101623148087621,0.0002577929752209291,0.016055932711023957,1.3571325362382727,0.9741088741736886
JPM,0.05127473495873616,0.003241031614920401,0.05693005897520572,3.1799434376343383,0.4550672442051156
XOM,0.01318253856448296,0.0002840012973106267,0.01685233803692018,1.2086443065702086,0.9751216507186289
WMT,0.18632407206927,0.038076800404523256,0.19513277634606457,10.477335754112483,-1.9473112950412923
