Ticker,MAE,MSE,RMSE,MAPE,R2
AAPL,0.012821574139275014,0.00029736585340695736,0.01724429915673459,1.1599627629058127,0.9309816354161802
ABT,0.012771538477097525,0.00028653937910208934,0.016927474091018108,1.4456075882171313,0.9712217638507512
JPM,0.061748449099699114,0.004300886061544368,0.06558114105094824,3.8640854606706374,0.2768679937931614
XOM,0.015604156981239516,0.00038859284672315014,0.01971275847574738,1.3896387343553813,0.9659594915214527
WMT,0.0536822343504048,0.004627100023684854,0.06802279047264126,2.944460933639471,0.6418421711328413
